Date_dissected,Date_collected,Month_collected,Month_day,Year,Site,Genus,Species,ID#,Hali,Haem,Total,Gen_sample?,Adult_nymph,Body_length,Head_width,Notes
10/11/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D81,0,0,0,,nymph,18.675,5.869,
10/11/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D82,0,0,0,,nymph,18.116,5.504,
10/11/2022,6/11/2022,June,6/11,2022,LOWE,Erythemis,,LOWE_D83,0,3,3,,nymph,3.3032,1.092,
10/11/2022,6/11/2022,June,6/11,2022,LOWE,Erythemis,,LOWE_D84,0,2,2,,nymph,4.271,1.338,
10/11/2022,6/11/2022,June,6/11,2022,LOWE,Erythemis,,LOWE_D85,0,1,1,,nymph,4.021,1.676,
10/11/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D86,0,1,1,,nymph,16.572,5.469,
10/11/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D87,0,0,0,,nymph,19.441,5.794,
10/11/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D88,2,2,4,,nymph,14.703,5.213,"1 mystery worm-- not hali or haem. weird, pimented with eyespots (see pic). UNK 1"
10/11/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D89,0,0,0,,nymph,16.293,5.121,
10/11/2022,6/11/2022,June,6/11,2022,LOWE,Erythemis,,LOWE_D90,0,1,1,,nymph,11.304,4.014,
10/24/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D18,0,0,0,,nymph,5.431,1.916,
10/24/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D19,0,2,2,3,nymph,10.337,2.438,"2 haem for sure, 2 mystery cysts (old haem?) see pic-- 2 odd cysts in same tube"
10/24/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D20,0,0,0,,nymph,8.001,2.525,
10/24/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D21,0,1,1,,nymph,9.846,2.717,
10/24/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D22,0,0,0,,nymph,9.618,2.631,
10/24/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D23,0,0,0,,nymph,9.28,2.504,
10/24/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D24,0,1,1,2,nymph,9.346,2.034,"1 haem, 2 unk-- same as D19"
10/24/2022,6/11/2022,June,6/11,2022,BELL,Tramea,,BELL_D25,0,0,0,,nymph,11.275,3.966,
10/24/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D26,0,0,0,,nymph,10.214,4.296,
10/24/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D27,0,0,0,,nymph,7.929,2.864,
10/24/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D28,0,2,2,2,nymph,8.484,3.053,
10/24/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D29,0,0,0,,nymph,6.478,1.909,
10/24/2022,5/3/2022,May,5/3,2022,LOWE,Pachydiplax,,LOWE_D91,0,0,0,,nymph,9.386,3.454,
10/24/2022,5/3/2022,May,5/3,2022,LOWE,Pachydiplax,,LOWE_D92,0,0,0,,nymph,8.841,3.101,
10/24/2022,5/3/2022,May,5/3,2022,LOWE,Pachydiplax,,LOWE_D93,0,0,0,,nymph,15.807,5.261,
10/24/2022,5/3/2022,May,5/3,2022,LOWE,Pachydiplax,,LOWE_D94,0,0,0,,nymph,7.633,2.446,
10/24/2022,5/3/2022,May,5/3,2022,LOWE,Pachydiplax,,LOWE_D95,2,0,2,2,nymph,8.873,3.056,
10/24/2022,5/3/2022,May,5/3,2022,LOWE,Pachydiplax,,LOWE_D96,0,0,0,,nymph,9.978,3.478,** this one may be tramea? see pic 
10/24/2022,5/3/2022,May,5/3,2022,LOWE,Pachydiplax,,LOWE_D97,0,0,0,,nymph,9.493,3.04,
10/24/2022,5/3/2022,May,5/3,2022,LOWE,Pachydiplax,,LOWE_D98,2,0,2,2,nymph,13.28,3.839,
10/26/2022,5/3/2022,May,5/3,2022,LOWE,Enallagma,,LOWE_D99,0,48,48,6,nymph,10.841,2.988,"14 small brown light haem cysts, 34 larger dark black haem cysts. ALSO 2 nematodes"
10/26/2022,5/3/2022,May,5/3,2022,LOWE,Ischnura,,LOWE_D100,0,9,9,6,nymph,11.337,2.754,21 mites
10/26/2022,5/3/2022,May,5/3,2022,LOWE,Ischnura,,LOWE_D101,0,2,2,2,nymph,11.505,2.995,11 mites
10/26/2022,5/3/2022,May,5/3,2022,LOWE,Enallagma,,LOWE_D102,0,10,10,6,nymph,8.338,2.029,
10/26/2022,5/3/2022,May,5/3,2022,LOWE,Tramea,,LOWE_D103,0,0,0,0,nymph,27.203,8,
11/1/2022,5/3/2022,May,5/3,2022,LOWE,Erythemis,,LOWE_D104,0,78,78,10,nymph,8.274,3.162,
11/1/2022,5/3/2022,May,5/3,2022,LOWE,Erythemis,,LOWE_D105,0,18,18,,nymph,5.818,2.107,
11/1/2022,5/3/2022,May,5/3,2022,LOWE,Erythemis,,LOWE_D106,0,28,28,,nymph,8.452,3.08,
11/2/2022,5/3/2022,May,5/3,2022,LOWE,Erythemis,,LOWE_D107,0,20,20,,nymph,9.485,3.089,
11/2/2022,5/3/2022,May,5/3,2022,LOWE,Erythemis,,LOWE_D108,0,9,9,,nymph,6.337,2.116,
11/2/2022,5/3/2022,May,5/3,2022,LOWE,Erythemis,,LOWE_D109,0,15,15,,nymph,7.721,2.192,
11/2/2022,5/3/2022,May,5/3,2022,LOWE,Erythemis,,LOWE_D110,0,143,143,,nymph,6.934,2.508,
11/2/2022,5/3/2022,May,5/3,2022,LOWE,Erythemis,,LOWE_D111,0,37,37,,nymph,9.005,2.867,
11/4/2022,8/6/2022,August,8/6,2022,BELL,Pachydiplax,,BELL_D30,0,0,0,,nymph,8.161,2.762,
11/4/2022,8/6/2022,August,8/6,2022,BELL,Pachydiplax,,BELL_D31,0,0,0,,nymph,8.365,2.812,
11/4/2022,8/6/2022,August,8/6,2022,BELL,Pachydiplax,,BELL_D32,0,0,0,,nymph,8.971,2.864,
11/4/2022,8/6/2022,August,8/6,2022,BELL,Erythemis,,BELL_D33,0,0,0,,nymph,7.391,2.748,
11/4/2022,8/6/2022,August,8/6,2022,BELL,Pachydiplax,,BELL_D34,0,0,0,,nymph,8.488,2.595,** double check ID on the pachys for this section 
11/4/2022,8/6/2022,August,8/6,2022,BELL,Pachydiplax,,BELL_D35,0,0,0,,nymph,10.22,3.275,
11/4/2022,8/6/2022,August,8/6,2022,BELL,Pachydiplax,,BELL_D36,0,0,0,,nymph,8.024,2.637,
11/4/2022,8/6/2022,August,8/6,2022,BELL,Pachydiplax,,BELL_D37,0,0,0,,nymph,11.374,3.395,
11/4/2022,8/6/2022,August,8/6,2022,BELL,Pachydiplax,,BELL_D38,0,0,0,,nymph,11.226,3.173,
11/4/2022,8/6/2022,August,8/6,2022,BELL,Enallagma,,BELL_D39,0,0,0,,nymph,11.363,2.318,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D40,0,0,0,,nymph,3.871,0.772,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D41,0,0,0,,nymph,5.737,1.374,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D42,0,0,0,,nymph,5.146,1.728,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D43,0,0,0,,nymph,6.1528,1.528,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Lestes,,BELL_D44,0,0,0,,nymph,7.471,1.753,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D45,0,0,0,,nymph,6.015,1.36,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D46,0,0,0,,nymph,6.089,1.136,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D47,0,0,0,,nymph,5.469,1.162,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D48,0,0,0,,nymph,6.674,1.468,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D49,0,0,0,,nymph,5.074,1.453,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D50,0,0,0,,nymph,6.503,1.727,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Lestes,,BELL_D51,0,0,0,,nymph,6.432,1.493,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D52,0,0,0,,nymph,4.355,1.345,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D53,0,0,0,,nymph,5.424,1.495,
11/4/2022,8/5/2022,August,8/5,2022,BELL,Pachydiplax,,BELL_D54,0,0,0,,nymph,2.945,1.151,check ID-- very small
11/5/2022,8/6/2022,August,8/6,2022,LOWE,Pachydiplax,,LOWE_D112,0,0,0,,nymph,16.205,4.754,
11/5/2022,8/6/2022,August,8/6,2022,LOWE,Pachydiplax,,LOWE_D113,0,0,0,,nymph,17.014,5.054,
11/11/2022,8/6/2022,August,8/6,2022,LOWE,Pachydiplax,,LOWE_D114,0,0,0,,nymph,17.549,5.658,
11/11/2022,8/6/2022,August,8/6,2022,LOWE,Pachydiplax,,LOWE_D115,0,0,0,,nymph,17.83,5.338,
11/11/2022,8/6/2022,August,8/6,2022,LOWE,Pachydiplax,,LOWE_D116,0,0,0,,nymph,16.802,4.803,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D54,0,0,0,,nymph,9.562,2.52,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D55,0,1,1,1,nymph,9.164,2.234,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D56,0,0,0,,nymph,8.4,1.649,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D57,0,0,0,,nymph,8.539,2.055,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D58,0,0,0,,nymph,7.777,1.743,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D59,0,1,1,1,nymph,8.187,2.149,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D60,0,0,0,,nymph,10.273,2.484,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D61,0,0,0,,nymph,8.57,2.577,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D62,0,1,1,0,nymph,7.381,3.069,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Pachydiplax,,BELL_D63,0,0,0,,nymph,5.993,2.037,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Tramea,,BELL_D64,0,0,0,,nymph,7.702,2.935,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D65,0,0,0,,nymph,10.645,3.828,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D66,0,0,0,,nymph,6.882,3.082,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D67,0,0,0,,nymph,7.047,3.356,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D68,0,0,0,,nymph,6.834,2.577,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D69,0,0,0,,nymph,6.482,2.381,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D70,0,1,2,2,nymph,8.257,3.51,1 mystery cyst- maybe haem? unk
11/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D71,0,1,1,1,nymph,8.667,3.058,
11/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D72,0,0,0,,nymph,7.213,2.906,
11/12/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D117,0,0,0,,nymph,15.792,5.501,
11/12/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D118,1,0,1,0,nymph,15.939,5.434,
11/12/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D119,0,2,2,2,nymph,16.569,5.411,
11/12/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D120,0,0,0,,nymph,15.906,4.864,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D121,0,1,1,1,nymph,6.588,2.087,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D122,0,6,6,5,nymph,10.669,2.763,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D123,0,3,3,3,nymph,9.757,2.425,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D124,0,6,6,6,nymph,11.284,2.133,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D125,0,3,3,3,nymph,8.418,2.198,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Ischnura,,LOWE_D126,0,3,3,3,nymph,10.503,2.199,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D127,0,0,0,0,nymph,8.933,2.535,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Ischnura,,LOWE_D128,0,2,2,3,nymph,10.544,2.725,huge nematode!!
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Ischnura,,LOWE_D129,0,2,2,2,nymph,10.104,2.914,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D130,0,0,0,,nymph,9.986,3.317,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D131,0,0,0,,nymph,13.739,4.951,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D132,1,0,1,1,nymph,12.761,4.332,
11/14/2022,6/11/2022,June,6/11,2022,LOWE,Tramea,,LOWE_D133,0,12,12,12,nymph,14.975,4.912,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Tramea,,LOWE_D134,0,0,0,,nymph,25.31,7.742,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Anax,,LOWE_D135,0,0,0,,nymph,15.34,3.875,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Tramea,,LOWE_D136,0,0,0,,nymph,10.468,3.977,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Tramea,,LOWE_D137,0,0,0,,nymph,7.232,2.649,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Tramea,,LOWE_D138,0,0,0,,nymph,14.868,4.834,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Pachydiplax,,LOWE_D139,0,0,0,,nymph,10.47,3.45,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Erythemis,,LOWE_D140,0,0,0,,nymph,9.32,3.432,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Tramea,,LOWE_D141,1,0,1,1,nymph,9.406,2.956,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Pachydiplax,,LOWE_D142,0,0,0,,nymph,9.992,2.996,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Pachydiplax,,LOWE_D143,0,0,0,,nymph,14.555,4.86,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Erythemis,,LOWE_D144,0,0,0,,nymph,9.503,3.356,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Pachydiplax,,LOWE_D145,0,0,0,,nymph,13.458,4.118,
11/14/2022,8/6/2022,August,8/6,2022,LOWE,Pachydiplax,,LOWE_D146,0,0,0,,nymph,15.395,5.218,
11/15/2022,6/11/2022,June,6/11,2022,LOWE,Anax,,LOWE_D147,1,2,3,3,nymph,20.32,5.565,
11/15/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D148,0,0,0,,nymph,15.454,5.407,
11/15/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D149,0,0,0,,nymph,18.889,5.969,
11/15/2022,6/11/2022,June,6/11,2022,LOWE,Ischnura,,LOWE_D150,0,0,0,,nymph,7.511,1.933,
11/15/2022,6/11/2022,June,6/11,2022,LOWE,Ischnura,,LOWE_D151,0,6,6,6,nymph,10.608,2.796,
11/15/2022,6/11/2022,June,6/11,2022,LOWE,Ischnura,,LOWE_D152,1,3,4,5,nymph,10.556,2.47,nematode! 
11/15/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D153,0,0,0,,nymph,9.638,2.268,
11/15/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D154,0,0,0,,nymph,7.982,1.957,
11/15/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D155,0,2,2,2,nymph,7.419,1.804,
11/15/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D156,0,0,0,,nymph,8.103,2.075,
11/16/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D157,0,0,0,,nymph,9.223,2.26,
11/16/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D158,0,8,8,8,nymph,11.917,2.829,
11/16/2022,6/11/2022,June,6/11,2022,LOWE,Anax,,LOWE_D159,0,0,0,,nymph,7.34,2.252,
11/16/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D160,0,0,0,,nymph,8.545,2.153,
11/16/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D161,0,0,0,,nymph,10.251,2.739,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D162,0,0,0,,nymph,13.27,5.155,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D163,0,0,0,,nymph,16.426,5.516,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D164,0,1,1,1,nymph,17.495,5.44,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Erythemis,,LOWE_D165,0,1,1,1,nymph,5.808,1.774,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D166,0,0,0,,nymph,6.923,1.602,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D167,0,0,0,,nymph,5.042,1.413,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D168,0,7,7,7,nymph,9.819,3.183,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D169,0,1,1,1,nymph,7.082,1.896,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D170,0,3,3,3,nymph,10.109,2.805,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D171,0,3,3,3,nymph,11.17,2.949,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D172,1,1,2,2,nymph,20.353,6.395,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Erythemis,,LOWE_D173,0,26,26,11,nymph,14.588,4.593,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Ischnura,,LOWE_D174,0,2,2,2,nymph,10.247,2.668,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D175,0,0,0,,nymph,9.284,2.073,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D176,0,0,0,,nymph,6.575,2.088,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D177,0,1,1,1,nymph,7.777,2.121,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Erythemis,,LOWE_D178,0,0,0,,nymph,5.559,1.93,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Ischnura,,LOWE_D179,0,0,0,,nymph,11.044,2.755,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D180,0,0,0,,nymph,7.747,2.067,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Enallagma,,LOWE_D181,0,0,0,,nymph,6.603,1.901,
11/17/2022,6/11/2022,June,6/11,2022,LOWE,Tramea,,LOWE_D182,0,5,5,3,nymph,26.214,8.167,
11/18/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D183,0,0,0,,nymph,10.581,3.86,
11/18/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D184,0,0,0,,nymph,7.749,2.734,
11/18/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D185,0,0,0,,nymph,8.275,2.879,
11/18/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D186,0,0,0,,nymph,14.194,4.548,
11/18/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D187,0,0,0,,nymph,7.13,1.909,
11/18/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D188,0,0,0,,nymph,10.766,3.767,
11/18/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D189,0,0,0,,nymph,11.338,3.428,
11/18/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D190,0,0,0,,nymph,8.401,2.911,
11/18/2022,6/11/2022,June,6/11,2022,LOWE,Pachydiplax,,LOWE_D191,0,0,0,,nymph,7.627,2.573,
11/21/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D73,0,0,0,1,nymph,5.284,2.103,10 strange looking potential parasites in stomach . likely gregarines
11/21/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D74,0,0,0,,nymph,10.483,2.472,
11/21/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D75,0,0,0,1,nymph,10.047,2.426,70+ gregarines
11/21/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D76,0,1,1,1,nymph,9.531,2.476,1 gregarine
11/21/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D77,0,0,0,,nymph,9.494,2.677,
11/21/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D78,0,1,1,1,nymph,9.034,2.58,
11/21/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D79,0,1,1,1,nymph,11.588,2.746,
